user_id,exp_group,event_date
5693,B,2025-01-05
19267,B,2025-01-05
53221,B,2025-01-05
36394,A,2025-01-05
99201,B,2025-01-05
83915,B,2025-01-05
53239,B,2025-01-05
53240,A,2025-01-05
49572,A,2025-01-05
36397,B,2025-01-05
15563,B,2025-01-05
67005,B,2025-01-05
28838,A,2025-01-05
53263,B,2025-01-05
83040,A,2025-01-05
41119,B,2025-01-05
21315,B,2025-01-05
30057,B,2025-01-05
67215,B,2025-01-05
89561,B,2025-01-05
5685,B,2025-01-05
49579,B,2025-01-05
1599,B,2025-01-05
57600,A,2025-01-05
49618,A,2025-01-05
64815,B,2025-01-05
27033,B,2025-01-05
36389,B,2025-01-05
5655,B,2025-01-05
91573,B,2025-01-05
99163,B,2025-01-05
58885,B,2025-01-05
1579,B,2025-01-05
15594,A,2025-01-05
30100,A,2025-01-05
71283,B,2025-01-05
59421,B,2025-01-05
79510,A,2025-01-05
15587,B,2025-01-05
73228,A,2025-01-05
15586,A,2025-01-05
5741,B,2025-01-05
53287,B,2025-01-05
54687,B,2025-01-05
99246,A,2025-01-05
1378,A,2025-01-05
83019,B,2025-01-05
38008,A,2025-01-05
96775,B,2025-01-05
99306,A,2025-01-05
28896,A,2025-01-05
5859,B,2025-01-05
67788,A,2025-01-05
79572,A,2025-01-05
68011,B,2025-01-05
1337,B,2025-01-05
79582,A,2025-01-05
22948,A,2025-01-05
41228,A,2025-01-05
65607,B,2025-01-05
41230,A,2025-01-05
19482,A,2025-01-05
81173,B,2025-01-05
73321,B,2025-01-05
91626,A,2025-01-05
1602,A,2025-01-05
99297,B,2025-01-05
96789,B,2025-01-05
49510,A,2025-01-05
19361,B,2025-01-05
15509,B,2025-01-05
99257,B,2025-01-05
38052,A,2025-01-05
41171,B,2025-01-05
26956,A,2025-01-05
38049,B,2025-01-05
68008,A,2025-01-05
65599,B,2025-01-05
62060,A,2025-01-05
15496,A,2025-01-05
19392,A,2025-01-05
87633,B,2025-01-05
91616,A,2025-01-05
19409,B,2025-01-05
19420,A,2025-01-05
73295,B,2025-01-05
21281,B,2025-01-05
28885,B,2025-01-05
27413,B,2025-01-05
5632,A,2025-01-05
5626,A,2025-01-05
71385,B,2025-01-05
57104,A,2025-01-05
65235,B,2025-01-05
15855,B,2025-01-05
1792,A,2025-01-05
97014,A,2025-01-05
77929,B,2025-01-05
19054,A,2025-01-05
21438,A,2025-01-05
67361,B,2025-01-05
87705,B,2025-01-05
73118,A,2025-01-05
35232,A,2025-01-05
72151,B,2025-01-05
91458,A,2025-01-05
22790,A,2025-01-05
36332,A,2025-01-05
53035,B,2025-01-05
97002,A,2025-01-05
91407,B,2025-01-05
66642,A,2025-01-05
38367,B,2025-01-05
64746,A,2025-01-05
79376,A,2025-01-05
89737,B,2025-01-05
18984,A,2025-01-05
61994,A,2025-01-05
49913,B,2025-01-05
15919,B,2025-01-05
38380,A,2025-01-05
15901,B,2025-01-05
27151,B,2025-01-05
49886,A,2025-01-05
30185,B,2025-01-05
49873,B,2025-01-05
91390,A,2025-01-05
80511,B,2025-01-05
79395,B,2025-01-05
27141,B,2025-01-05
5386,A,2025-01-05
52979,B,2025-01-05
84624,A,2025-01-05
49767,B,2025-01-05
57951,B,2025-01-05
53049,B,2025-01-05
89636,A,2025-01-05
88421,B,2025-01-05
85469,B,2025-01-05
22831,B,2025-01-05
49678,A,2025-01-05
54719,B,2025-01-05
53139,B,2025-01-05
38211,B,2025-01-05
41037,B,2025-01-05
79484,A,2025-01-05
1628,A,2025-01-05
96910,A,2025-01-05
31597,B,2025-01-05
79486,A,2025-01-05
30105,B,2025-01-05
65226,A,2025-01-05
77848,A,2025-01-05
62040,A,2025-01-05
99145,B,2025-01-05
89641,B,2025-01-05
41074,A,2025-01-05
22822,A,2025-01-05
73151,B,2025-01-05
49760,A,2025-01-05
5497,B,2025-01-05
53058,A,2025-01-05
38299,B,2025-01-05
49753,B,2025-01-05
89669,B,2025-01-05
53063,B,2025-01-05
66635,B,2025-01-05
15758,A,2025-01-05
89661,B,2025-01-05
71349,B,2025-01-05
27087,B,2025-01-05
77882,A,2025-01-05
30147,B,2025-01-05
88414,A,2025-01-05
89653,B,2025-01-05
91492,A,2025-01-05
53103,B,2025-01-05
53118,A,2025-01-05
57574,A,2025-01-05
53413,B,2025-01-05
18464,A,2025-01-05
83234,A,2025-01-05
17155,B,2025-01-05
78489,B,2025-01-05
51189,B,2025-01-05
28063,B,2025-01-05
51773,B,2025-01-05
27751,B,2025-01-05
83421,B,2025-01-05
51774,A,2025-01-05
35688,A,2025-01-05
28065,B,2025-01-05
55096,A,2025-01-05
51167,B,2025-01-05
87967,B,2025-01-05
54957,B,2025-01-05
51155,B,2025-01-05
27733,B,2025-01-05
28075,B,2025-01-05
3222,A,2025-01-05
83579,B,2025-01-05
58085,B,2025-01-05
39391,B,2025-01-05
97841,B,2025-01-05
22201,B,2025-01-05
17241,B,2025-01-05
51271,B,2025-01-05
61598,A,2025-01-05
87995,B,2025-01-05
51723,B,2025-01-05
72301,B,2025-01-05
78728,A,2025-01-05
85088,A,2025-01-05
80820,A,2025-01-05
17714,A,2025-01-05
17722,A,2025-01-05
35702,A,2025-01-05
51240,A,2025-01-05
39842,A,2025-01-05
51755,B,2025-01-05
98203,B,2025-01-05
97845,B,2025-01-05
22234,A,2025-01-05
17819,B,2025-01-05
78725,B,2025-01-05
17820,A,2025-01-05
61576,A,2025-01-05
17914,A,2025-01-05
97742,A,2025-01-05
51080,A,2025-01-05
17022,A,2025-01-05
71966,A,2025-01-05
3104,A,2025-01-05
17012,A,2025-01-05
31080,A,2025-01-05
3120,A,2025-01-05
30688,A,2025-01-05
64495,B,2025-01-05
17943,B,2025-01-05
51027,B,2025-01-05
51020,A,2025-01-05
35924,A,2025-01-05
98332,A,2025-01-05
3080,A,2025-01-05
22302,A,2025-01-05
31082,A,2025-01-05
78451,B,2025-01-05
17065,B,2025-01-05
98299,B,2025-01-05
3970,A,2025-01-05
27724,A,2025-01-05
90764,A,2025-01-05
65447,B,2025-01-05
98276,A,2025-01-05
78459,B,2025-01-05
17082,A,2025-01-05
67275,B,2025-01-05
17867,B,2025-01-05
22280,A,2025-01-05
22281,B,2025-01-05
17075,B,2025-01-05
61563,B,2025-01-05
4016,A,2025-01-05
83387,B,2025-01-05
84942,A,2025-01-05
72386,A,2025-01-05
88134,A,2025-01-05
97757,B,2025-01-05
83406,A,2025-01-05
83453,B,2025-01-05
72052,A,2025-01-05
17665,B,2025-01-05
35822,A,2025-01-05
17458,A,2025-01-05
3610,A,2025-01-05
72190,A,2025-01-05
59604,A,2025-01-05
83509,B,2025-01-05
17576,A,2025-01-05
30842,A,2025-01-05
98096,A,2025-01-05
39648,A,2025-01-05
51461,B,2025-01-05
68742,A,2025-01-05
27961,B,2025-01-05
27964,A,2025-01-05
67888,A,2025-01-05
39673,B,2025-01-05
3455,B,2025-01-05
64379,B,2025-01-05
22142,A,2025-01-05
64417,B,2025-01-05
3602,A,2025-01-05
3597,B,2025-01-05
80777,B,2025-01-05
57356,A,2025-01-05
51554,A,2025-01-05
83503,B,2025-01-05
30863,B,2025-01-05
17540,A,2025-01-05
51535,B,2025-01-05
35806,A,2025-01-05
98054,A,2025-01-05
30867,B,2025-01-05
90567,B,2025-01-05
78683,B,2025-01-05
51516,A,2025-01-05
3577,B,2025-01-05
98086,A,2025-01-05
90580,A,2025-01-05
55012,A,2025-01-05
98027,B,2025-01-05
39541,B,2025-01-05
35825,B,2025-01-05
27972,A,2025-01-05
39515,B,2025-01-05
22060,A,2025-01-05
17344,A,2025-01-05
35842,A,2025-01-05
28006,A,2025-01-05
84987,B,2025-01-05
90489,B,2025-01-05
17331,B,2025-01-05
35747,B,2025-01-05
17321,B,2025-01-05
17308,A,2025-01-05
88085,B,2025-01-05
97918,A,2025-01-05
35741,B,2025-01-05
17296,A,2025-01-05
51698,A,2025-01-05
58076,A,2025-01-05
39778,A,2025-01-05
39472,A,2025-01-05
27817,B,2025-01-05
3791,B,2025-01-05
80762,A,2025-01-05
3076,A,2025-01-05
90498,A,2025-01-05
3403,B,2025-01-05
78696,A,2025-01-05
97981,B,2025-01-05
35760,A,2025-01-05
97980,A,2025-01-05
85005,B,2025-01-05
39512,A,2025-01-05
54994,A,2025-01-05
17379,B,2025-01-05
83530,A,2025-01-05
72225,B,2025-01-05
30817,B,2025-01-05
39700,A,2025-01-05
72233,B,2025-01-05
51652,A,2025-01-05
35755,B,2025-01-05
35833,B,2025-01-05
57315,B,2025-01-05
30815,B,2025-01-05
17618,A,2025-01-05
17623,B,2025-01-05
84920,A,2025-01-05
4120,A,2025-01-05
30676,A,2025-01-05
18323,B,2025-01-05
97499,B,2025-01-05
18329,B,2025-01-05
60698,A,2025-01-05
2625,B,2025-01-05
4557,B,2025-01-05
50608,A,2025-01-05
91014,A,2025-01-05
83719,B,2025-01-05
72686,A,2025-01-05
21776,A,2025-01-05
59530,A,2025-01-05
4581,B,2025-01-05
83723,B,2025-01-05
50578,A,2025-01-05
79078,A,2025-01-05
91022,A,2025-01-05
4591,B,2025-01-05
90096,A,2025-01-05
97508,A,2025-01-05
60819,B,2025-01-05
68170,A,2025-01-05
27535,B,2025-01-05
4435,B,2025-01-05
2722,A,2025-01-05
4443,B,2025-01-05
16721,B,2025-01-05
31223,B,2025-01-05
64563,B,2025-01-05
98540,A,2025-01-05
4471,B,2025-01-05
2695,B,2025-01-05
52266,A,2025-01-05
64566,A,2025-01-05
38962,A,2025-01-05
52273,B,2025-01-05
98548,A,2025-01-05
28336,A,2025-01-05
4493,B,2025-01-05
35547,B,2025-01-05
27513,B,2025-01-05
4593,B,2025-01-05
98592,A,2025-01-05
71709,B,2025-01-05
97440,A,2025-01-05
52404,A,2025-01-05
50499,B,2025-01-05
71685,B,2025-01-05
40358,A,2025-01-05
97387,B,2025-01-05
97386,A,2025-01-05
38847,B,2025-01-05
68720,A,2025-01-05
97385,B,2025-01-05
60827,B,2025-01-05
16514,A,2025-01-05
55249,B,2025-01-05
2502,A,2025-01-05
4706,A,2025-01-05
31314,A,2025-01-05
61855,B,2025-01-05
90027,B,2025-01-05
91080,A,2025-01-05
57181,B,2025-01-05
28397,B,2025-01-05
40154,A,2025-01-05
61849,B,2025-01-05
70254,A,2025-01-05
16604,A,2025-01-05
98597,B,2025-01-05
4602,A,2025-01-05
50558,A,2025-01-05
36053,B,2025-01-05
64595,B,2025-01-05
18377,B,2025-01-05
61470,A,2025-01-05
78225,B,2025-01-05
40297,B,2025-01-05
40299,B,2025-01-05
40312,A,2025-01-05
4631,B,2025-01-05
90067,B,2025-01-05
97420,A,2025-01-05
16565,B,2025-01-05
97417,B,2025-01-05
78218,A,2025-01-05
21761,B,2025-01-05
78212,A,2025-01-05
60831,B,2025-01-05
84823,B,2025-01-05
4410,A,2025-01-05
61535,B,2025-01-05
84882,A,2025-01-05
90844,A,2025-01-05
40020,A,2025-01-05
50909,B,2025-01-05
28205,B,2025-01-05
18044,A,2025-01-05
71907,B,2025-01-05
88167,B,2025-01-05
39165,B,2025-01-05
30630,A,2025-01-05
90861,B,2025-01-05
90261,B,2025-01-05
88170,A,2025-01-05
21896,A,2025-01-05
68732,A,2025-01-05
50878,A,2025-01-05
30599,B,2025-01-05
2953,B,2025-01-05
2981,B,2025-01-05
2989,B,2025-01-05
39176,A,2025-01-05
28156,A,2025-01-05
61759,B,2025-01-05
28162,A,2025-01-05
17971,B,2025-01-05
30661,B,2025-01-05
84903,B,2025-01-05
57256,A,2025-01-05
85166,A,2025-01-05
90829,B,2025-01-05
27644,A,2025-01-05
97686,A,2025-01-05
50937,B,2025-01-05
88153,B,2025-01-05
3013,B,2025-01-05
78897,B,2025-01-05
22319,B,2025-01-05
59068,A,2025-01-05
51964,A,2025-01-05
2997,B,2025-01-05
61528,A,2025-01-05
68185,B,2025-01-05
4264,A,2025-01-05
57426,A,2025-01-05
71844,A,2025-01-05
71839,B,2025-01-05
90911,B,2025-01-05
31199,B,2025-01-05
90193,B,2025-01-05
36002,A,2025-01-05
70437,B,2025-01-05
52165,B,2025-01-05
16809,B,2025-01-05
52188,A,2025-01-05
4366,A,2025-01-05
16800,A,2025-01-05
4375,B,2025-01-05
57444,A,2025-01-05
39027,B,2025-01-05
39026,A,2025-01-05
88227,B,2025-01-05
97562,A,2025-01-05
72592,A,2025-01-05
16833,B,2025-01-05
40134,A,2025-01-05
85213,B,2025-01-05
87910,A,2025-01-05
65341,B,2025-01-05
28244,A,2025-01-05
90245,B,2025-01-05
78954,A,2025-01-05
21880,A,2025-01-05
35609,B,2025-01-05
30582,A,2025-01-05
40059,B,2025-01-05
64272,A,2025-01-05
35971,B,2025-01-05
4293,B,2025-01-05
39100,A,2025-01-05
55169,B,2025-01-05
50825,B,2025-01-05
66751,B,2025-01-05
90213,B,2025-01-05
85205,B,2025-01-05
21865,B,2025-01-05
52113,B,2025-01-05
80676,A,2025-01-05
71179,B,2025-01-05
70366,A,2025-01-05
23331,B,2025-01-05
29218,A,2025-01-05
41525,B,2025-01-05
73526,A,2025-01-05
37127,B,2025-01-05
65157,B,2025-01-05
14639,B,2025-01-05
89130,A,2025-01-05
54495,B,2025-01-05
26457,B,2025-01-05
53727,B,2025-01-05
34854,A,2025-01-05
6293,B,2025-01-05
85614,A,2025-01-05
91822,A,2025-01-05
79958,A,2025-01-05
63768,A,2025-01-05
29876,A,2025-01-05
73523,B,2025-01-05
54604,A,2025-01-05
41744,A,2025-01-05
14823,B,2025-01-05
96556,A,2025-01-05
37711,B,2025-01-05
73862,A,2025-01-05
73733,B,2025-01-05
257,B,2025-01-05
20958,A,2025-01-05
36721,B,2025-01-05
65710,A,2025-01-05
36633,B,2025-01-05
6322,A,2025-01-05
34852,A,2025-01-05
37653,B,2025-01-05
890,A,2025-01-05
41553,B,2025-01-05
63892,A,2025-01-05
84047,B,2025-01-05
92098,A,2025-01-05
70071,B,2025-01-05
88607,B,2025-01-05
19873,B,2025-01-05
29643,B,2025-01-05
64973,B,2025-01-05
31956,A,2025-01-05
21075,B,2025-01-05
85626,A,2025-01-05
77618,A,2025-01-05
49048,A,2025-01-05
29869,B,2025-01-05
20468,A,2025-01-05
26463,B,2025-01-05
23337,B,2025-01-05
37238,A,2025-01-05
41505,B,2025-01-05
36797,B,2025-01-05
20496,A,2025-01-05
70738,A,2025-01-05
29657,B,2025-01-05
29744,A,2025-01-05
31822,A,2025-01-05
63923,B,2025-01-05
1001,B,2025-01-05
41460,A,2025-01-05
65630,A,2025-01-05
14395,B,2025-01-05
37735,B,2025-01-05
88768,A,2025-01-05
36574,A,2025-01-05
89322,A,2025-01-05
23060,A,2025-01-05
68317,B,2025-01-05
77509,B,2025-01-05
80066,A,2025-01-05
57686,A,2025-01-05
14386,A,2025-01-05
84258,A,2025-01-05
89117,B,2025-01-05
60986,A,2025-01-05
71061,B,2025-01-05
88556,A,2025-01-05
68082,A,2025-01-05
41781,B,2025-01-05
66567,B,2025-01-05
59827,B,2025-01-05
70717,B,2025-01-05
31977,B,2025-01-05
19813,B,2025-01-05
55610,A,2025-01-05
57698,A,2025-01-05
14428,A,2025-01-05
968,A,2025-01-05
58269,B,2025-01-05
29069,B,2025-01-05
20133,B,2025-01-05
23066,A,2025-01-05
61013,B,2025-01-05
62130,A,2025-01-05
70725,B,2025-01-05
6610,A,2025-01-05
20138,A,2025-01-05
29884,A,2025-01-05
210,A,2025-01-05
42114,A,2025-01-05
49093,B,2025-01-05
55669,B,2025-01-05
70634,A,2025-01-05
69302,A,2025-01-05
29060,A,2025-01-05
49094,A,2025-01-05
56934,A,2025-01-05
62127,B,2025-01-05
55536,A,2025-01-05
99469,B,2025-01-05
49027,B,2025-01-05
59320,A,2025-01-05
99623,B,2025-01-05
96456,A,2025-01-05
79827,B,2025-01-05
73797,B,2025-01-05
68045,B,2025-01-05
55559,B,2025-01-05
6439,B,2025-01-05
20088,A,2025-01-05
61081,B,2025-01-05
6932,A,2025-01-05
41643,B,2025-01-05
48919,B,2025-01-05
70938,A,2025-01-05
37537,B,2025-01-05
82900,A,2025-01-05
29610,A,2025-01-05
20005,B,2025-01-05
48844,A,2025-01-05
48947,B,2025-01-05
26709,B,2025-01-05
87416,A,2025-01-05
14971,B,2025-01-05
41628,A,2025-01-05
82902,A,2025-01-05
36701,B,2025-01-05
338,A,2025-01-05
342,A,2025-01-05
87435,B,2025-01-05
84090,A,2025-01-05
62230,A,2025-01-05
6496,A,2025-01-05
704,A,2025-01-05
37508,A,2025-01-05
711,B,2025-01-05
715,B,2025-01-05
6893,B,2025-01-05
96440,A,2025-01-05
48876,A,2025-01-05
48523,B,2025-01-05
41945,B,2025-01-05
65034,A,2025-01-05
14918,A,2025-01-05
6480,A,2025-01-05
6476,A,2025-01-05
41948,A,2025-01-05
69309,B,2025-01-05
29612,A,2025-01-05
70915,B,2025-01-05
343,B,2025-01-05
68647,B,2025-01-05
79830,A,2025-01-05
29626,A,2025-01-05
20030,A,2025-01-05
69277,B,2025-01-05
73635,B,2025-01-05
29801,B,2025-01-05
41923,B,2025-01-05
65151,B,2025-01-05
34960,A,2025-01-05
66582,A,2025-01-05
6363,B,2025-01-05
6845,B,2025-01-05
822,A,2025-01-05
59270,A,2025-01-05
80009,B,2025-01-05
89151,B,2025-01-05
53821,B,2025-01-05
29128,A,2025-01-05
62150,A,2025-01-05
294,A,2025-01-05
6557,B,2025-01-05
64967,B,2025-01-05
49002,A,2025-01-05
57901,B,2025-01-05
23313,B,2025-01-05
67124,A,2025-01-05
70912,A,2025-01-05
20442,A,2025-01-05
65047,B,2025-01-05
6992,A,2025-01-05
77544,A,2025-01-05
14859,B,2025-01-05
21024,A,2025-01-05
29586,A,2025-01-05
41606,A,2025-01-05
6969,B,2025-01-05
37176,A,2025-01-05
26721,B,2025-01-05
37468,A,2025-01-05
48838,A,2025-01-05
70953,B,2025-01-05
36679,B,2025-01-05
96412,A,2025-01-05
42002,A,2025-01-05
96253,B,2025-01-05
59247,B,2025-01-05
798,A,2025-01-05
54206,A,2025-01-05
36668,A,2025-01-05
99805,B,2025-01-05
54207,B,2025-01-05
23121,B,2025-01-05
814,A,2025-01-05
85647,B,2025-01-05
20428,A,2025-01-05
817,B,2025-01-05
48835,B,2025-01-05
73577,B,2025-01-05
54149,B,2025-01-05
55628,A,2025-01-05
54136,A,2025-01-05
29592,A,2025-01-05
49140,A,2025-01-05
67753,B,2025-01-05
88769,B,2025-01-05
48193,B,2025-01-05
41321,B,2025-01-05
92041,B,2025-01-05
67152,A,2025-01-05
23431,B,2025-01-05
42237,B,2025-01-05
7254,A,2025-01-05
88705,B,2025-01-05
7255,B,2025-01-05
510,A,2025-01-05
14270,A,2025-01-05
64997,B,2025-01-05
26856,A,2025-01-05
32185,B,2025-01-05
56924,A,2025-01-05
67744,A,2025-01-05
69296,A,2025-01-05
87597,B,2025-01-05
15323,B,2025-01-05
59214,A,2025-01-05
49308,A,2025-01-05
62285,B,2025-01-05
29474,A,2025-01-05
89041,B,2025-01-05
61245,B,2025-01-05
15312,A,2025-01-05
19622,A,2025-01-05
20631,B,2025-01-05
29263,B,2025-01-05
6691,B,2025-01-05
1166,A,2025-01-05
92290,A,2025-01-05
63955,B,2025-01-05
26843,B,2025-01-05
19641,B,2025-01-05
92019,B,2025-01-05
91734,A,2025-01-05
77495,B,2025-01-05
110,A,2025-01-05
63959,B,2025-01-05
79901,B,2025-01-05
61239,B,2025-01-05
65615,B,2025-01-05
6038,A,2025-01-05
70837,B,2025-01-05
26384,A,2025-01-05
100,A,2025-01-05
88531,B,2025-01-05
14730,A,2025-01-05
59260,A,2025-01-05
32043,B,2025-01-05
80170,A,2025-01-05
53509,B,2025-01-05
96011,B,2025-01-05
68,A,2025-01-05
62094,A,2025-01-05
87470,A,2025-01-05
99355,B,2025-01-05
37299,B,2025-01-05
5945,B,2025-01-05
23240,A,2025-01-05
20731,B,2025-01-05
41283,B,2025-01-05
23,B,2025-01-05
73705,B,2025-01-05
54056,A,2025-01-05
20708,A,2025-01-05
59399,B,2025-01-05
36471,B,2025-01-05
5932,A,2025-01-05
87340,A,2025-01-05
41282,A,2025-01-05
57652,A,2025-01-05
9,B,2025-01-05
26889,B,2025-01-05
29998,A,2025-01-05
70534,A,2025-01-05
63977,B,2025-01-05
20283,B,2025-01-05
70654,A,2025-01-05
1299,B,2025-01-05
57648,A,2025-01-05
32031,B,2025-01-05
58787,B,2025-01-05
96730,A,2025-01-05
49341,B,2025-01-05
48672,A,2025-01-05
42266,A,2025-01-05
29976,A,2025-01-05
88510,A,2025-01-05
79933,B,2025-01-05
14231,B,2025-01-05
42273,B,2025-01-05
29529,B,2025-01-05
15339,B,2025-01-05
49316,A,2025-01-05
66604,A,2025-01-05
36955,B,2025-01-05
89416,A,2025-01-05
49324,A,2025-01-05
55704,A,2025-01-05
20735,B,2025-01-05
23460,A,2025-01-05
60476,A,2025-01-05
63820,A,2025-01-05
34,A,2025-01-05
26883,B,2025-01-05
77740,A,2025-01-05
19543,B,2025-01-05
20287,B,2025-01-05
61266,A,2025-01-05
20276,A,2025-01-05
57667,B,2025-01-05
96308,A,2025-01-05
37832,A,2025-01-05
57673,B,2025-01-05
41403,B,2025-01-05
26403,B,2025-01-05
67141,B,2025-01-05
89101,B,2025-01-05
77461,B,2025-01-05
31800,A,2025-01-05
96632,A,2025-01-05
19698,A,2025-01-05
7184,A,2025-01-05
87361,B,2025-01-05
41353,B,2025-01-05
89354,A,2025-01-05
20788,A,2025-01-05
21164,A,2025-01-05
32001,B,2025-01-05
96650,A,2025-01-05
99724,A,2025-01-05
73423,B,2025-01-05
29932,A,2025-01-05
54360,A,2025-01-05
68074,A,2025-01-05
1125,B,2025-01-05
96306,A,2025-01-05
85831,B,2025-01-05
84200,A,2025-01-05
15171,B,2025-01-05
73461,B,2025-01-05
79878,A,2025-01-05
15179,B,2025-01-05
67398,A,2025-01-05
48750,A,2025-01-05
14359,B,2025-01-05
1084,A,2025-01-05
92064,A,2025-01-05
37389,B,2025-01-05
42177,B,2025-01-05
37041,B,2025-01-05
88777,B,2025-01-05
70641,B,2025-01-05
41793,B,2025-01-05
53981,B,2025-01-05
14346,A,2025-01-05
96621,B,2025-01-05
15197,B,2025-01-05
41414,A,2025-01-05
26413,B,2025-01-05
6130,A,2025-01-05
54480,A,2025-01-05
37367,B,2025-01-05
63942,A,2025-01-05
87437,B,2025-01-05
77288,A,2025-01-05
6085,B,2025-01-05
63946,A,2025-01-05
35031,B,2025-01-05
63737,B,2025-01-05
538,A,2025-01-05
26831,B,2025-01-05
68069,B,2025-01-05
34702,A,2025-01-05
65101,B,2025-01-05
15255,B,2025-01-05
1142,A,2025-01-05
6675,B,2025-01-05
57826,A,2025-01-05
37002,A,2025-01-05
1154,A,2025-01-05
48732,A,2025-01-05
59266,A,2025-01-05
70109,B,2025-01-05
14302,A,2025-01-05
99729,B,2025-01-05
54162,A,2025-01-06
75118,A,2025-01-06
37241,B,2025-01-06
32967,B,2025-01-06
84832,A,2025-01-06
93400,A,2025-01-06
68180,A,2025-01-06
18121,B,2025-01-06
76325,B,2025-01-06
46103,B,2025-01-06
98489,B,2025-01-06
52223,B,2025-01-06
2926,A,2025-01-06
18169,B,2025-01-06
33350,A,2025-01-06
39099,B,2025-01-06
33002,A,2025-01-06
78981,B,2025-01-06
98479,B,2025-01-06
18170,A,2025-01-06
98432,A,2025-01-06
24733,B,2025-01-06
54096,A,2025-01-06
52021,B,2025-01-06
84319,B,2025-01-06
79978,A,2025-01-06
79941,B,2025-01-06
37222,A,2025-01-06
39047,B,2025-01-06
39037,B,2025-01-06
84320,A,2025-01-06
54100,A,2025-01-06
9618,A,2025-01-06
75138,A,2025-01-06
66293,B,2025-01-06
39013,B,2025-01-06
58446,A,2025-01-06
9616,A,2025-01-06
70426,A,2025-01-06
39042,A,2025-01-06
30547,B,2025-01-06
12183,B,2025-01-06
65117,B,2025-01-06
54063,B,2025-01-06
43920,A,2025-01-06
88207,B,2025-01-06
78941,B,2025-01-06
24939,B,2025-01-06
52246,A,2025-01-06
57784,A,2025-01-06
57870,A,2025-01-06
78965,B,2025-01-06
29332,A,2025-01-06
28307,B,2025-01-06
54128,A,2025-01-06
33891,B,2025-01-06
54134,A,2025-01-06
44717,B,2025-01-06
71785,B,2025-01-06
54898,A,2025-01-06
70616,A,2025-01-06
38997,B,2025-01-06
84322,A,2025-01-06
89020,A,2025-01-06
84146,A,2025-01-06
2753,B,2025-01-06
21813,B,2025-01-06
93437,B,2025-01-06
2911,B,2025-01-06
52124,A,2025-01-06
45192,A,2025-01-06
44726,A,2025-01-06
93439,B,2025-01-06
39050,A,2025-01-06
29284,A,2025-01-06
36808,A,2025-01-06
71834,A,2025-01-06
39110,A,2025-01-06
18154,A,2025-01-06
30605,B,2025-01-06
63015,B,2025-01-06
63265,B,2025-01-06
10776,A,2025-01-06
98450,A,2025-01-06
66903,B,2025-01-06
89025,B,2025-01-06
68172,A,2025-01-06
52123,B,2025-01-06
75686,A,2025-01-06
60814,A,2025-01-06
21877,B,2025-01-06
88229,B,2025-01-06
2741,B,2025-01-06
405,B,2025-01-06
39078,A,2025-01-06
59103,B,2025-01-06
99340,A,2025-01-06
33910,A,2025-01-06
88880,A,2025-01-06
51718,A,2025-01-06
65382,A,2025-01-06
72059,B,2025-01-06
94921,B,2025-01-06
29555,B,2025-01-06
98155,B,2025-01-06
45014,A,2025-01-06
80189,B,2025-01-06
66840,A,2025-01-06
28036,A,2025-01-06
94082,A,2025-01-06
63328,A,2025-01-06
28011,B,2025-01-06
11111,B,2025-01-06
17638,A,2025-01-06
82368,A,2025-01-06
54374,A,2025-01-06
66839,B,2025-01-06
44870,A,2025-01-06
82371,B,2025-01-06
12406,A,2025-01-06
75844,A,2025-01-06
11098,A,2025-01-06
80193,B,2025-01-06
54328,A,2025-01-06
65103,B,2025-01-06
56071,B,2025-01-06
17765,B,2025-01-06
76428,A,2025-01-06
12348,A,2025-01-06
54309,B,2025-01-06
68066,A,2025-01-06
51756,A,2025-01-06
94099,B,2025-01-06
3303,B,2025-01-06
37046,A,2025-01-06
65377,B,2025-01-06
9403,B,2025-01-06
12352,A,2025-01-06
57855,B,2025-01-06
3311,B,2025-01-06
37057,B,2025-01-06
65971,B,2025-01-06
88772,A,2025-01-06
46320,A,2025-01-06
3328,A,2025-01-06
20798,A,2025-01-06
45042,A,2025-01-06
39500,A,2025-01-06
112,A,2025-01-06
43768,A,2025-01-06
72129,B,2025-01-06
34002,A,2025-01-06
39534,A,2025-01-06
60197,B,2025-01-06
34004,A,2025-01-06
61032,A,2025-01-06
86258,A,2025-01-06
66150,A,2025-01-06
25568,A,2025-01-06
98083,B,2025-01-06
12453,B,2025-01-06
54434,A,2025-01-06
80129,B,2025-01-06
44949,B,2025-01-06
39553,B,2025-01-06
9284,A,2025-01-06
22091,B,2025-01-06
99985,B,2025-01-06
86968,A,2025-01-06
20730,A,2025-01-06
36922,A,2025-01-06
80145,B,2025-01-06
17551,B,2025-01-06
29530,A,2025-01-06
76484,A,2025-01-06
88791,B,2025-01-06
17612,A,2025-01-06
94019,B,2025-01-06
29547,B,2025-01-06
75783,B,2025-01-06
20624,A,2025-01-06
20625,B,2025-01-06
27985,B,2025-01-06
68483,B,2025-01-06
64433,B,2025-01-06
83525,B,2025-01-06
94022,A,2025-01-06
36979,B,2025-01-06
36974,A,2025-01-06
11069,B,2025-01-06
20642,A,2025-01-06
17589,B,2025-01-06
46388,A,2025-01-06
20759,B,2025-01-06
70646,A,2025-01-06
51594,A,2025-01-06
22071,B,2025-01-06
44966,A,2025-01-06
27958,A,2025-01-06
64461,B,2025-01-06
76425,B,2025-01-06
81763,B,2025-01-06
51763,B,2025-01-06
3049,B,2025-01-06
